school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, ogc_fid, address_line_2, school_no, postal_state, address_town, education_sector, full_phone_no, entity_type,y,x
Primary,726,3030,Thomas Chirnside Primary School,85 Walls Road,O,null,WERRIBEE,VIC,3030,Wyndham (C),85 Walls Road,1081,null,5343,VIC,Werribee,Government,03 9741 0200,1,-37.903205,144.637883
Primary,367,3178,Heany Park Primary School,Buckingham Drive,O,null,ROWVILLE,VIC,3178,Knox (C),Buckingham Drive,1082,null,5345,VIC,Rowville,Government,03 9764 5533,1,-37.933923,145.24288
Primary,161,3976,Kilberry Valley Primary School,P O Box 126,O,null,HAMPTON PARK,VIC,3976,Casey (C),Kilberry Boulevard,1084,null,5350,VIC,Hampton Park,Government,03 9702 8688,1,-38.0336,145.279257
Primary,327,3429,Killara Primary School,P O Box 629,O,null,SUNBURY,VIC,3429,Hume (C),Phillip Drive,1085,null,5352,VIC,Sunbury,Government,03 9744 6432,1,-37.563874,144.704761
Primary,275,3226,Surfside Primary School,P O Box 749,O,null,OCEAN GROVE,VIC,3226,Greater Geelong (C),31-65 John Dory Drive,1086,null,5354,VIC,Ocean Grove,Government,03 5256 1411,1,-38.261421,144.541513
Primary,161,3805,Oatlands Primary School,79 - 93 KURRAJONG ROAD,O,null,NARRE WARREN,VIC,3805,Casey (C),79 - 93 Kurrajong Road,1087,null,5363,VIC,Narre Warren,Government,03 9705 6055,1,-38.006441,145.31619
Primary,726,3030,Westgrove Primary School,"Thames Boulevard,",O,null,Werribee,VIC,3030,Wyndham (C),Thames Boulevard,1088,null,5365,VIC,Werribee,Government,03 9749 8233,1,-37.878096,144.658975
Primary,145,3810,Pakenham Hills Primary School,PO Box 322,O,null,PAKENHAM,VIC,3810,Cardinia (S),15 Kennedy Road,1092,null,5370,VIC,Pakenham,Government,03 5941 4436,1,-38.06091151,145.4959937
Primary,161,3977,Courtenay Gardens Primary School,Rosebank Drive,O,null,CRANBOURNE NORTH,VIC,3977,Casey (C),Rosebank Drive,1093,null,5371,VIC,Cranbourne North,Government,03 5995 7139,1,-38.079635,145.283476
Primary,534,3912,Somerville Rise Primary School,P O Box 317,O,null,SOMERVILLE,VIC,3912,Mornington Peninsula (S),Blacks Camp Road,1094,null,5372,VIC,Somerville,Government,03 5977 8500,1,-38.230027,145.167752
Primary,506,3042,Niddrie Primary School,25 Watt Street,O,null,NIDDRIE,VIC,3042,Moonee Valley (C),25 Watt Street,1118,null,5410,VIC,Niddrie,Government,03 9379 6587,1,-37.7308455,144.878433
Primary,465,3337,Toolern Vale and District Primary School,361 Creamery Road,O,null,TOOLERN VALE,VIC,3337,Melton (C),361 Creamery Road,1119,null,5414,VIC,Toolern Vale,Government,03 9746 1312,1,-37.60671031,144.5945487
Primary,497,3147,Parkhill Primary School,Parkhill Drive,O,null,ASHWOOD,VIC,3147,Monash (C),Parkhill Drive,1120,null,5416,VIC,Ashwood,Government,03 9807 2239,1,-37.86290337,145.1066034
Primary,217,3198,Kananook Primary School,22 Wells Road,O,null,SEAFORD,VIC,3198,Frankston (C),22 Wells Road,1121,null,5418,VIC,Seaford,Government,03 9786 6066,1,-38.125255,145.133088
Primary,698,3128,Roberts McCubbin Primary School,57 Birdwood Street,O,null,BOX HILL SOUTH,VIC,3128,Whitehorse (C),57 Birdwood Street,1122,null,5419,VIC,Box Hill South,Government,03 9890 2372,1,-37.834526,145.125753
Primary,145,3981,Bayles Regional Primary School,3730 Ballarto Road,O,null,BAYLES,VIC,3981,Cardinia (S),3730 Ballarto Road,1124,null,5421,VIC,Bayles,Government,03 5997 7261,1,-38.176037,145.566026
Primary,343,3192,Le Page Primary School,77 Argus Street,O,null,CHELTENHAM,VIC,3192,Kingston (C),77 Argus Street,1125,null,5422,VIC,Cheltenham,Government,03 9583 8342,1,-37.95926069,145.0681429
Primary,497,3150,Glen Waverley Primary School,P O Box 6,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),774 High Street Road,1127,null,5425,VIC,Glen Waverley,Government,03 9802 9938,1,-37.874691,145.167798
Primary,367,3180,Carrington Primary School,Laura Road,O,null,KNOXFIELD,VIC,3180,Knox (C),Laura Road,1128,null,5426,VIC,Knoxfield,Government,03 9763 9600,1,-37.89203354,145.246969
Primary,497,3170,Albany Rise Primary School,P O Box 1312,O,null,WAVERLEY GARDENS,VIC,3170,Monash (C),Albany Drive,1129,null,5427,VIC,Mulgrave,Government,03 9547 1146,1,-37.928327,145.172787
Primary,497,3166,Amsleigh Park Primary School,17 State Street,O,null,OAKLEIGH EAST,VIC,3166,Monash (C),17 State Street,1130,null,5428,VIC,Oakleigh East,Government,03 9544 1553,1,-37.89948777,145.1083329
Primary,367,3155,Knox Central Primary School,39 Darwin Road,O,null,Boronia,VIC,3155,Knox (C),39 Darwin Road,1131,null,5429,VIC,Boronia,Government,03 9801 3289,1,-37.86137828,145.2551557
Primary,497,3149,Mount Waverley North Primary School,Marcus Ave,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),Marcus Avenue,1132,null,5430,VIC,Mount Waverley,Government,03 9802 3168,1,-37.86803649,145.1418605
Primary,698,3132,Rangeview Primary School,27 Churinga Avenue,O,null,MITCHAM,VIC,3132,Whitehorse (C),27 Churinga Avenue,1133,null,5431,VIC,Mitcham,Government,03 9874 6381,1,-37.82956277,145.2062258
Pri/Sec,267,3174,Carwatha College P-12,43-81 Browns Road,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),43-81 Browns Road,1137,null,5435,VIC,Noble Park,Government,03 9795 5848,1,-37.94245361,145.1891273
Primary,497,3150,Glen Waverley South Primary School,Whites Lane,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Whites Lane,1138,null,5436,VIC,Glen Waverley,Government,03 9560 6371,1,-37.89685885,145.1676109
Primary,66,3085,Streeton Primary School,209 Yallambie Road,O,null,YALLAMBIE,VIC,3085,Banyule (C),209 Yallambie Road,1139,null,5438,VIC,Yallambie,Government,03 9435 6070,1,-37.72150321,145.1013491
Primary,745,3799,Millwarra Primary School,P O Box 578,O,null,WARBURTON,VIC,3799,Yarra Ranges (S),Cavanagh Road,1142,null,5441,VIC,Millgrove,Government,03 5966 2518,1,-37.75278559,145.6518558
Primary,327,3064,Roxburgh Homestead Primary School,P O Box 187,O,null,SOMERTON,VIC,3062,Hume (C),Mcpherson Boulevard,1144,null,5443,VIC,Roxburgh Park,Government,03 9305 1688,1,-37.631647,144.916991
Primary,433,3019,Dinjerra Primary School,P O Box 4005,O,null,WEST FOOTSCRAY,VIC,3012,Maribyrnong (C),44 South Road,1146,null,5450,VIC,Braybrook,Government,03 9311 1598,1,-37.79178498,144.8562935
Primary,525,3046,Belle Vue Park Primary School,Morell Street,O,null,GLENROY,VIC,3046,Moreland (C),Morell Street,1147,null,5453,VIC,Glenroy,Government,03 9306 7900,1,-37.70120506,144.9436284
Primary,421,3109,Doncaster Gardens Primary School,Sandhurst Avenue,O,null,DONCASTER EAST,VIC,3109,Manningham (C),Sandhurst Avenue,1148,null,5454,VIC,Doncaster East,Government,03 9848 5282,1,-37.78160872,145.1475053
Primary,161,3805,Strathaird Primary School,P O Box 4124,O,null,NARRE WARREN SOUTH,VIC,3805,Casey (C),20 Sherwood Road,1150,null,5463,VIC,Narre Warren South,Government,03 9705 3800,1,-38.062566,145.286094
Special,161,3977,Marnebek School Cranbourne,9 New Holland Drive,O,null,CRANBOURNE EAST,VIC,3977,Casey (C),9 New Holland Drive,1151,null,5464,VIC,Cranbourne East,Government,03 5996 3858,1,-38.11020493,145.2964999
Primary,441,3135,Great Ryrie Primary School,P O Box 809,O,null,Heathmont,VIC,3135,Maroondah (C),Great Ryrie Street,1152,null,5478,VIC,Heathmont,Government,03 9870 6098,1,-37.823797,145.237626
Pri/Sec,161,3806,Timbarra P-9 College,P O Box 259,O,null,BERWICK,VIC,3806,Casey (C),159-197 Parkhill Drive,1153,null,5479,VIC,Berwick,Government,03 9704 2744,1,-38.01557462,145.3226276
Primary,465,3037,Parkwood Green Primary School,Cnr Gourlay Rd & Community Hub,O,null,HILLSIDE,VIC,3037,Melton (C),Cnr Gourlay Rd & Community Hub,1154,null,5480,VIC,Hillside,Government,03 9449 3600,1,-37.699206,144.74446
Primary,161,3805,Hillsmeade Primary School,P O Box 4360,O,null,NARRE WARREN SOUTH,VIC,3805,Casey (C),82S The Promenade,1155,null,5482,VIC,Narre Warren South,Government,03 9704 6313,1,-38.06499,145.307482
Primary,327,3064,Roxburgh Park Primary School,7-21 Almands Avenue,O,null,ROXBURGH PARK,VIC,3064,Hume (C),7-21 Almands Avenue,1156,null,5485,VIC,Roxburgh Park,Government,03 9303 9335,1,-37.634331,144.931292
Pri/Sec,726,3030,Carranballac P-9 College,PO Box 6106,O,null,Point Cook,VIC,3030,Wyndham (C),Cnr Foxwood Dve & Dunnings Rd,1157,null,5486,VIC,Point Cook,Government,03 9395 3533,1,-37.885238,144.74309
Primary,534,3931,Benton Junior College,261 RACECOURSE ROAD,O,null,MORNINGTON,VIC,3931,Mornington Peninsula (S),261 Racecourse Road,1158,null,5488,VIC,Mornington,Government,03 5973 9100,1,-38.245946,145.061114
Primary,231,3162,Caulfield Primary School,724 Glen Huntly Road,O,null,CAULFIELD SOUTH,VIC,3162,Glen Eira (C),724 Glen Huntly Road,1159,null,5489,VIC,Caulfield South,Government,03 9523 7932,1,-37.888054,145.0200308
Primary,327,3064,Roxburgh Rise Primary School,Cnr Lockwood Dr & Bluebird Way,O,null,ROXBURGH PARK,VIC,3064,Hume (C),Cnr Lockwood Dr & Bluebird Way,1161,null,5493,VIC,Roxburgh Park,Government,03 9305 4334,1,-37.616552,144.92325
Primary,161,3975,Lynbrook Primary School,Paterson Drive,O,null,LYNBROOK,VIC,3975,Casey (C),Paterson Drive,1162,null,5494,VIC,Lynbrook,Government,03 8787 5390,1,-38.051974,145.248784
Primary,707,3754,Laurimar Primary School,Armidale Rd,O,null,Doreen,VIC,3754,Whittlesea (C),Armidale Road,1164,null,5497,VIC,Doreen,Government,03 9717 7100,1,-37.58609429,145.1264607
Primary,726,3029,Truganina South Primary School,P O Box 8266,O,null,Tarneit,VIC,3029,Wyndham (C),3-19 Parkvista Drive,1165,null,5498,VIC,Truganina,Government,03 9296 1800,1,-37.863631,144.726513
Primary,465,3023,Kororoit Creek Primary School,P O Box 3012,O,null,Caroline Springs,VIC,3023,Melton (C),130 Tenterfield Drive,1166,null,5499,VIC,Burnside Heights,Government,03 8358 0600,1,-37.735109,144.754235
Primary,707,3076,Harvest Home Primary School,365 Harvest Home Road,O,null,Epping,VIC,3076,Whittlesea (C),365 Harvest Home Road,1167,null,5500,VIC,Epping,Government,03 8468 9000,1,-37.622441,145.00173
Pri/Sec,726,3029,Truganina P-9 College,55 Clearwood Drive,O,null,Truganina,VIC,3029,Wyndham (C),55 Clearwood Drive,1168,null,5501,VIC,Truganina,Government,03 9368 9800,1,-37.83876718,144.7190874
Primary,161,3806,Berwick Chase Primary School,P O BOX 4084,O,null,Narre Warren South,VIC,3805,Casey (C),72 Viewgrand Drive,1169,null,5503,VIC,Berwick,Government,03 9707 7799,1,-38.067433,145.346961
Primary,145,3810,Pakenham Lakeside Primary School,P O Box 286,O,null,Officer,VIC,3809,Cardinia (S),23 Shearwater Drive,1170,null,5504,VIC,Pakenham,Government,03 5940 9532,1,-38.06800361,145.4393957
Primary,145,3810,Pakenham Springs Primary School,PO Box 819,O,null,Pakenham,VIC,3810,Cardinia (S),5 Livingstone Boulevard,1171,null,5507,VIC,Pakenham,Government,03 5945 7400,1,-38.084468,145.47038
Primary,465,3037,Taylors Hill Primary School,P O Box 3665,O,null,Caroline Springs,VIC,3023,Melton (C),40-50 Loddon Drive,1172,null,5508,VIC,Taylors Hill,Government,03 9361 4900,1,-37.71669468,144.7599018
Primary,161,3977,Cranbourne Carlisle Primary School,15 Silky Oak Drive,O,null,Cranbourne,VIC,3977,Casey (C),15 Silky Oak Drive,1173,null,5510,VIC,Cranbourne,Government,03 5991 3600,1,-38.086803,145.288381
Special,698,3130,Aurora School,P O Box 249,O,null,Blackburn South,VIC,3130,Whitehorse (C),96 Holland Road,1174,null,5511,VIC,Blackburn South,Government,03 8878 9878,1,-37.84017872,145.1507912
Primary,118,3030,Derrimut Primary School,PO Box 121,O,null,Deer Park,VIC,3023,Brimbank (C),40 Lennon Parkway,1175,null,5512,VIC,Derrimut,Government,03 8361 1000,1,-37.78926806,144.7632008
Primary,707,3076,Epping Views Primary School,20 Mansfield Street,O,null,Epping,VIC,3076,Whittlesea (C),20 Mansfield Street,1176,null,5513,VIC,Epping,Government,03 8401 3791,1,-37.6287027,145.0247307
Primary,161,3977,Cranbourne East Primary School,P O Box 45,O,null,Cranbourne,VIC,3977,Casey (C),2 Bowyer Avenue,1177,null,5518,VIC,Cranbourne East,Government,03 5990 0400,1,-38.106212,145.304608
Primary,161,3975,Lyndhurst Primary School,70 Brookwater Parade,O,null,Lyndhurst,VIC,3975,Casey (C),70 Brookwater Parade,1179,null,5521,VIC,Lyndhurst,Government,03 8768 6700,1,-38.07496,145.254082
Primary,327,3064,Aitken Creek Primary School,P O Box 293,O,null,Craigieburn,VIC,3064,Hume (C),51-81 Grevillea Street,1180,null,5522,VIC,Craigieburn,Government,03 8338 3700,1,-37.58226295,144.9060435
Primary,189,3073,Reservoir Views Primary School,73-91 Hickford Street,O,null,Reservoir,VIC,3073,Darebin (C),73-91 Hickford Street,1181,null,5523,VIC,Reservoir,Government,03 9460 6995,1,-37.70583898,145.0206841
Primary,327,3047,Meadows Primary School,41 Gerbert Street,O,null,Broadmeadows,VIC,3047,Hume (C),41 Gerbert Street,1182,null,5524,VIC,Broadmeadows,Government,03 9309 2573,1,-37.68756372,144.9289159
Primary,707,3754,Mernda Park Primary School,Post Office Box 210,O,null,Doreen,VIC,3754,Whittlesea (C),40 Riverdale Boulevard,1183,null,5525,VIC,Mernda,Government,03 9354 8888,1,-37.614469,145.096902
Primary,118,3020,Sunshine Harvester Primary School,132 Hertford Road,O,null,Sunshine,VIC,3020,Brimbank (C),132 Hertford Road,1184,null,5526,VIC,Sunshine,Government,03 9311 1234,1,-37.782934,144.845687
Pri/Sec,726,3030,Alamanda K-9 College,PO Box 6606,O,null,POINT COOK,VIC,3030,Wyndham (C),86-100 Alamanda Boulevard,1185,null,5528,VIC,Point Cook,Government,03 8376 5200,1,-37.90833699,144.7412012
Primary,698,3130,Whitehorse Primary School,P O Box 1027,O,null,Blackburn North,VIC,3130,Whitehorse (C),70-86 Junction Road,1186,null,5530,VIC,Blackburn North,Government,03 9878 9339,1,-37.80746673,145.1669863
Primary,707,3075,Lalor Gardens Primary School,134 Kingsway Drive,O,null,Lalor,VIC,3075,Whittlesea (C),134 Kingsway Drive,1188,null,5532,VIC,Lalor,Government,03 9465 1351,1,-37.66369312,145.0013492
Primary,267,3173,Chandler Park Primary School,Cochrane Avenue,O,null,Keysborough,VIC,3173,Greater Dandenong (C),Cochrane Avenue,1189,null,5533,VIC,Keysborough,Government,03 9798 2228,1,-37.99231907,145.1801863
Primary,267,3172,Keysborough Primary School,33 Coomoora Road,O,null,Springvale South,VIC,3172,Greater Dandenong (C),33 Coomoora Road,1190,null,5534,VIC,Springvale South,Government,03 9798 4764,1,-37.98256526,145.1549025
Primary,267,3175,Lyndale Greens Primary School,1 - 19 Oakwood Avenue,O,null,Dandenong North,VIC,3175,Greater Dandenong (C),1 - 19 Oakwood Avenue,1191,null,5535,VIC,Dandenong North,Government,03 9795 2271,1,-37.965029,145.205529
Primary,267,3172,Athol Road Primary School,159-167 Athol Road,O,null,SPRINGVALE SOUTH,VIC,3172,Greater Dandenong (C),159-167 Athol Road,1192,null,5536,VIC,Springvale South,Government,03 9547 1224,1,-37.97112339,145.1503455
Primary,267,3171,Springvale Rise Primary School (interim name),32 - 52 Wareham Street,O,null,Springvale,VIC,3171,Greater Dandenong (C),32-52 Wareham Street,1193,null,5537,VIC,Springvale,Government,03 9546 3799,1,-37.93923245,145.1588204
Primary,267,3171,Spring Parks Primary School,24 Erica Street,O,null,Springvale,VIC,3171,Greater Dandenong (C),24 Erica Street,1194,null,5538,VIC,Springvale,Government,03 9546 6402,1,-37.95875268,145.1396062
Primary,118,3038,Keilor Views Primary School,18 Swindon Crescent,O,null,Keilor Downs,VIC,3038,Brimbank (C),18 Swindon Crescent,1195,null,5539,VIC,Keilor Downs,Government,03 9367 7466,1,-37.71795643,144.8088553
Primary,726,3030,Wyndham Park Primary School,Kookaburra Avenue,O,null,Werribee,VIC,3030,Wyndham (C),Kookaburra Avenue,1196,null,5540,VIC,Werribee,Government,03 9741 4549,1,-37.88474159,144.6773523
Primary,525,3046,Glenroy Central Primary School,10 Logan St,O,null,Glenroy,VIC,3046,Moreland (C),10 Logan Street,1198,null,5542,VIC,Glenroy,Government,03 9306 4144,1,-37.70570483,144.927708
Primary,189,3073,William Ruthven Primary School,P O Box 388,O,null,Reservoir,VIC,3073,Darebin (C),60 Merrilands Road,1199,null,5544,VIC,Reservoir,Government,03 9460 1668,1,-37.69666885,145.0027816
Primary,327,3064,Newbury Primary School,PO Box 1231,O,null,Craigieburn,VIC,3064,Hume (C),202-226 Newbury Boulevard,1200,null,5545,VIC,Craigieburn,Government,03 8691 6900,1,-37.571143,144.90952
Primary,327,3047,Dallas Brooks Community Primary School,P O Box 100,O,null,Dallas,VIC,3047,Hume (C),26-36 King Street,1201,null,5546,VIC,Dallas,Government,03 9309 1181,1,-37.6705505,144.9417679
Primary,726,3024,Wyndham Vale Primary School,85 Ribblesdale Ave,O,null,Wyndham Vale,VIC,3024,Wyndham (C),85 Ribblesdale Ave,1204,null,5549,VIC,Wyndham Vale,Government,03 8754 0888,1,-37.89592424,144.6106338
Special,145,3809,Officer Specialist School,P O Box 475,O,null,Officer,VIC,3809,Cardinia (S),3 Parker Street,1205,null,5550,VIC,Officer,Government,03 5943 2800,1,-38.07078882,145.4113067
Primary,707,3076,Epping Primary School,P O Box 9,O,null,Epping,VIC,3076,Whittlesea (C),805 High Street,1206,null,5551,VIC,Epping,Government,03 9408 6362,1,-37.64485061,145.0255944
Pri/Sec,707,3754,Hazel Glen College,115 Eminence Blvd,O,null,Doreen,VIC,3754,Whittlesea (C),175 Cookes Road,1207,null,5552,VIC,Doreen,Government,03 9717 7500,1,-37.59822111,145.1233997
Primary,161,3977,Tulliallan Primary School,P O BOX 4061,O,null,Narre Warren South,VIC,3805,Casey (C),89 Wheelers Park Drive,1208,null,5553,VIC,Cranbourne North,Government,03 8766 3100,1,-38.081604,145.326167
Primary,327,3048,Coolaroo South Primary School,P O Box 183,O,null,Dallas,VIC,3047,Hume (C),52-72 Bushfield Crescent,1209,null,5554,VIC,Coolaroo,Government,03 9309 1664,1,-37.661891,144.930657
Special,327,3047,Jacana School for Autism,19-39 Landy Road,O,null,Jacana,VIC,3047,Hume (C),19-39 Landy Road,1210,null,5555,VIC,Jacana,Government,03 9309 6258,1,-37.687625,144.913093
Primary,465,3337,Arnolds Creek Primary School,PO Box 1671,O,null,Melton West,VIC,3337,Melton (C),59 Claret Ash Boulevard,1211,null,5557,VIC,Melton West,Government,03 9732 8300,1,-37.66641608,144.5416076
Primary,161,3978,Wilandra Rise Primary School,25 Aayana Street,O,null,Clyde North,VIC,3978,Casey (C),25 Aayana Street,1212,null,5558,VIC,Clyde North,Government,03 5924 2500,1,-38.107777,145.321529
Primary,161,3977,Barton Primary School,90 Everlasting Boulevard,O,null,Cranbourne West,VIC,3977,Casey (C),Everlasting Boulevard,1213,null,5560,VIC,Cranbourne West,Government,3,1,-38.113914,145.241039
Primary,145,3810,John Henry Primary School,P O Box 386,O,null,Officer,VIC,3809,Cardinia (S),141 Henry Road,1214,null,5561,VIC,Pakenham,Government,03 5908 9500,1,-38.076858,145.44192
Pri/Sec,735,3066,Collingwood College,Private Bag 63,O,null,ABBOTSFORD,VIC,3067,Yarra (C),Cnr Cromwell St/McCutcheon Way,1222,null,6212,VIC,Collingwood,Government,03 9417 6681,1,-37.802985,144.990497
Pri/Sec,66,3085,Macleod College,Carwarp Street,O,null,MACLEOD,VIC,3085,Banyule (C),Carwarp Street,1235,null,6242,VIC,Macleod,Government,03 9459 0222,1,-37.724746,145.072218
Primary,145,3810,Pakenham Consolidated School,P O Box 120,O,null,PAKENHAM,VIC,3810,Cardinia (S),2 Rundell Way,1236,null,6243,VIC,Pakenham,Government,03 5941 1511,1,-38.06540915,145.4645654
Primary,617,3988,Poowong Consolidated School,5 Gardner Lane,O,null,POOWONG,VIC,3988,South Gippsland (S),5 Gardner Lane,1237,null,6245,VIC,Poowong,Government,03 5659 2356,1,-38.342481,145.769703
Primary,534,3937,Red Hill Consolidated School,341 Arthurs Seat Road,O,null,RED HILL,VIC,3937,Mornington Peninsula (S),341 Arthurs Seat Road,1239,null,6249,VIC,Red Hill,Government,03 5989 2321,1,-38.366451,144.99657
Pri/Sec,745,3787,Sherbrooke Community School,311 Mt Dandenong Tourist Road,O,null,SASSAFRAS,VIC,3787,Yarra Ranges (S),311 Mt Dandenong Tourist Road,1240,null,6252,VIC,Sassafras,Government,03 9755 2007,1,-37.868244,145.349444
Pri/Sec,189,3071,Distance Education Centre Victoria,315 Clarendon Street,O,null,THORNBURY,VIC,3071,Darebin (C),315 Clarendon Street,1245,null,6261,VIC,Thornbury,Government,03 8480 0000,1,-37.76204,145.025701
Pri/Sec,189,3071,Victorian School Of Languages,P O Box 1172,O,null,THORNBURY,VIC,3071,Darebin (C),315 Clarendon Street,1247,null,6359,VIC,Thornbury,Government,03 9474 0500,1,-37.7619483,145.0258329
Special,343,3189,Avenues Education,Level 2 999 Nepean Highway,O,null,MOORABBIN,VIC,3189,Kingston (C),Level 2 999 Nepean Highway,1248,null,6363,VIC,Moorabbin,Government,03 8552 0588,1,-37.934579,145.036279
Secondary,217,3199,Mount Erin Secondary College,Robinsons Road,O,null,FRANKSTON SOUTH,VIC,3199,Frankston (C),Robinsons Road,1249,null,7028,VIC,Frankston South,Government,03 5971 6000,1,-38.173964,145.146081
Pri/Sec,698,3129,Box Hill Senior Secondary College,DUNLOE AVENUE,O,null,MONT ALBERT NORTH,VIC,3129,Whitehorse (C),Dunloe Avenue,1250,null,7050,VIC,Mont Albert North,Government,03 9890 0571,1,-37.809243,145.111907
Secondary,161,3977,Lyndhurst Secondary College,P O Box 711,O,null,CRANBOURNE,VIC,3977,Casey (C),950 South Gippsland Highway,1252,null,7108,VIC,Cranbourne,Government,03 5996 0144,1,-38.075011,145.271218
Secondary,534,3936,Dromana Secondary College,110 Harrisons Road,O,null,DROMANA,VIC,3936,Mornington Peninsula (S),110 Harrisons Road,1254,null,7122,VIC,Dromana,Government,03 5987 2805,1,-38.342636,145.013582
Secondary,707,3075,Peter Lalor Secondary College,P O Box 1250,O,null,EPPING,VIC,3076,Whittlesea (C),35 Duncan Road,1258,null,7217,VIC,Lalor,Government,03 9464 0122,1,-37.66690584,145.0131559
Secondary,745,3140,Lilydale Heights College,P O Box 160,O,null,Lilydale,VIC,3140,Yarra Ranges (S),17 Nelson Road,1259,null,7219,VIC,Lilydale,Government,03 9735 1133,1,-37.7458221,145.3414068
Secondary,465,3338,Staughton College,P O Box 2344,O,null,MELTON SOUTH,VIC,3338,Melton (C),Wilson Road,1260,null,7247,VIC,Melton South,Government,03 9743 4622,1,-37.708271,144.567745
Secondary,231,3165,Bentleigh Secondary College,P O Box 186,O,null,BENTLEIGH EAST,VIC,3165,Glen Eira (C),Vivien St,1262,null,7255,VIC,Bentleigh East,Government,03 9579 1044,1,-37.92767095,145.0599114
Secondary,506,3042,Rosehill Secondary College,Sapphire Street,O,null,NIDDRIE,VIC,3042,Moonee Valley (C),Sapphire Street,1264,null,7275,VIC,Niddrie,Government,03 9337 2488,1,-37.746679,144.886183
Secondary,189,3072,Northern College of the Arts and Technology,P O Box 8041,O,null,NORTHLAND,VIC,3072,Darebin (C),62 Murray Road,1265,null,7300,VIC,Preston,Government,03 9478 1333,1,-37.740069,145.025372
Secondary,111,3122,Swinburne Senior Secondary College,505 Burwood Rd,O,null,HAWTHORN,VIC,3122,Boroondara (C),505 Burwood Road,1267,null,7366,VIC,Hawthorn,Government,03 8862 4400,1,-37.823135,145.040821
Secondary,460,3006,Victorian College Of The Arts Secondary School,57 Miles Street,O,null,SOUTHBANK,VIC,3006,Melbourne (C),57 Miles Street,1268,null,7384,VIC,Southbank,Government,03 8644 8644,1,-37.828229,144.964767
Secondary,726,3030,Wyndham Central Secondary College,P O Box 304,O,null,WERRIBEE,VIC,3030,Wyndham (C),101 Shaws Road,1270,null,7402,VIC,Werribee,Government,03 9741 4911,1,-37.888964,144.653628
Secondary,707,3757,Whittlesea Secondary College,P O Box 54,O,null,WHITTLESEA,VIC,3757,Whittlesea (C),Laurel Street,1272,null,7408,VIC,Whittlesea,Government,03 9719 1200,1,-37.5150463,145.1201751
Secondary,111,3123,Auburn High School,26 Burgess Street,O,null,Hawthorn East,VIC,3123,Boroondara (C),26 Burgess Street,1274,null,7526,VIC,Hawthorn East,Government,03 9822 3247,1,-37.839849,145.044628
Secondary,111,3104,Balwyn High School,Buchanan Avenue,O,null,BALWYN NORTH,VIC,3104,Boroondara (C),Buchanan Avenue,1276,null,7550,VIC,Balwyn North,Government,03 9819 7911,1,-37.79785922,145.0767724
Secondary,367,3153,Bayswater Secondary College,P O Box 535,O,null,BAYSWATER,VIC,3153,Knox (C),14 Orchard Road,1277,null,7560,VIC,Bayswater,Government,03 8720 7555,1,-37.83903,145.261998
Secondary,161,3806,Berwick Secondary College,MANUKA ROAD,O,null,BERWICK,VIC,3806,Casey (C),Manuka Road,1282,null,7603,VIC,Berwick,Government,03 8768 1000,1,-38.031068,145.364182
Secondary,698,3130,Blackburn High School,P O Box 114,O,null,BLACKBURN,VIC,3130,Whitehorse (C),60 Springfield Road,1283,null,7610,VIC,Blackburn,Government,03 8804 6464,1,-37.81037,145.149893
Secondary,698,3128,Box Hill High School,1180 Whitehorse Road,O,null,BOX HILL,VIC,3128,Whitehorse (C),1180 Whitehorse Road,1285,null,7635,VIC,Box Hill,Government,03 9877 1177,1,-37.820639,145.137953
Secondary,433,3019,Braybrook College,352 Ballarat Road,O,null,BRAYBROOK,VIC,3019,Maribyrnong (C),352 Ballarat Road,1286,null,7645,VIC,Braybrook,Government,03 9312 2900,1,-37.777975,144.847568
Secondary,497,3150,Brentwood Secondary College,65-71 Watsons Road,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),65-71 Watsons Road,1287,null,7647,VIC,Glen Waverley,Government,03 8545 0300,1,-37.89950842,145.1663432
Secondary,91,3187,Brighton Secondary College,120 Marriage Road,O,null,BRIGHTON EAST,VIC,3187,Bayside (C),120 Marriage Road,1288,null,7650,VIC,Brighton East,Government,03 9592 7488,1,-37.920156,145.019119
Secondary,506,3040,Buckley Park College,Cooper Street,O,null,ESSENDON,VIC,3040,Moonee Valley (C),Cooper Street,1290,null,7670,VIC,Essendon,Government,03 9331 9999,1,-37.747117,144.897755
Secondary,111,3126,Camberwell High School,Prospect Hill Road,O,null,CANTERBURY,VIC,3126,Boroondara (C),Prospect Hill Road,1291,null,7680,VIC,Canterbury,Government,03 9836 0555,1,-37.830151,145.072724
Secondary,111,3126,Canterbury Girls Secondary College,16 Mangarra Road,O,null,CANTERBURY,VIC,3126,Boroondara (C),16 Mangarra Road,1292,null,7690,VIC,Canterbury,Government,03 9830 5099,1,-37.819878,145.070325
Secondary,343,3192,Cheltenham Secondary College,P O Box 109,O,null,MOORABBIN,VIC,3189,Kingston (C),73-75 Bernard Street,1294,null,7720,VIC,Cheltenham,Government,03 9555 5955,1,-37.953335,145.068585
